,product_name,review_text,product_rating,review_date,avg_rating
25,Microsoft Xbox Series X 1TB Carbon Black,"I ordered an Xbox Series X online on 12/11/2023 and I was delivered on 12/12/2023.  I was out of town so when I returned on 12/13/2023, I looked at the package and immediately thought, ""This is not an Xbox.""  When I opened it, it was a Beats Studio Headphones.  So I went to a Walmart to return it (they were kind and professional) and I spoked to a Coach who told me that I was at the incorrect Walmart.  He directed me to go to the Delta Shores Walmart in Elk Grove, California.  I proceeded to drive to that Walmart and spoke to an employee (Mery, she was kind and professional).  She called the Online Grocery Pick-up team and requested a Coach named Nitin, who kept saying that he was on his way and NEVER showed up.  I waited a while and an employee named Scott (who looked in over his head) showed up to talk to me.  Needless to say that I was growing with irritation.  Scott tried his best to answer my questions, but did not answer them to satisfactory.  I asked to speak to his manager and he informed me that he refuses to speak to customers.  Scott told me that they could not give me an Xbox and provided no solution whatsoever.  As I left Scott said, ""At least you got a free Beats Studio.""  Which I replied, ""That does not do me any good.  I want my Xbox.""  This so called Coach Nitin is a useless leader.  He does not deserve the promotion or title to lead employees.  Needless to say, I left angry with no resolve.  I called my cousin who is a Walmart employee and he directed me to call 1-800-924-9206.  I spoke to Alesha who helped me as best she can and told me to wait 48 hours for an email.  I even did a review and asked for a call back.  I waited for 48 hours and did not receive an email or a call back.  I called again and spoke to Ebony who was kind and professional.  I reluctantly agreed to send back the Beats Studio Headphones.  

I want to get a call back and I want what I paid for which is an Xbox Series X!!!",1,12/20/2023,4.7
26,Microsoft Xbox Series X 1TB Carbon Black,Watch the Walmart Website on this item.  When you first browse for this item it shows the price as $349 but when you click on it the price changes to $399.  You will be charged the higher price!  Complete false advertising from Walmart. Their customer service was unapologetic about the price discrepancy and said it was a glitch.  The glitch has been there over a week! Also the order was placed on Dec. 10th and is not coming until Dec. 17th so now 2 day shipping as advertised either!,1,12/13/2023,4.7
27,Microsoft Xbox Series X 1TB Carbon Black,"This was the worst experience of my life. Walmart (or antonline, who they apparently outsourced too) sent me a used Xbox that didn’t even work with non matching serial numbers of that on the box of that on the actual system, and refused to refund or exchange because of the situation. Literally had a game in the system and the hdmi port was smashed and unusable",1,12/29/2023,4.7
28,Microsoft Xbox Series X 1TB Carbon Black,Do not buy. Game shipped by an outside source who doesn't care whether you receive the package or not and will not help you. Save your money for the real people NOT THEM!!,1,11/20/2023,4.7
29,Microsoft Xbox Series X 1TB Carbon Black,"I bought a product that said ""NEW"" in the advertisement.
They left it at the gate of my house, in the rain, the box with broken seals, it got soaked, and the box looked like a used product. Walmart refused to refund my money.",1,12/17/2023,4.7
30,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","I've Been An X-Box Gamer For Over 15 Years. I Purchased My Last X-BOX ONE Second Hand From WalMart  Over 5 Years Ago and It Just Kinked Out. This Time I Wanted To Upgrade and I Purchased The XBOX Series S, Not 2nd Hand But Brand New. What Can I Say About It? 'I Love It' and I Am Pleasantly Surprised at How Small It Is Compared To The XBOX ONE, Wow, The Casing Shrunk A lot. Takes Up Alot Less Room On My TV Stand.  Set Up Was A Breeze and Connection To My Internet Service Was as Quick As Me Typing In My Internet Password.  I Must Admit I Was A Bit Leary About Purchasing The X-BOX Series S In The Color White, Because All Of My Gaming Consoles Have Always Been Black. I Was Very Nervous About How It Would Look On My Black TV Stand. Surprisingly It Really Looks Good and It Is Aesthetically Pleasing To Me. I Don't Write Reviews Too Often, But I Had To Write A Review On My Purchase of The XBOX Series S Because Its' An Upgrade From My XBOX ONE. I Also Still Have My XVOX 360 Which I Also Purchased From WalMart Many Years Ago And It Still Works Like Its' Brand New.  Purchase Most Of My Electronic Gadgets From WalMart Because Whether I Purchase It Brand New or Used I Am NEVER Disappointed Because I Am On A Tight Budget The Prices Are Always Within My Price Range. Thank You WalMart and The XBOX Manufacturers For Coming Through For Me Once Again.",5,11/8/2024,4.7
31,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","It was a great thing to buy for me and if you have kids they might need some help but unless you want full parental control I recommend you to say parent because I had accidentally clicked the kid and we had to reset the Xbox, but overall it was a great buy.",5,12/30/2024,4.7
32,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White",system is nice however be prepared to buy an additional external hardrive the amount this system gives being that it is a digital system is not enough my kids downloaded only 2 games and thats it they cannot download anything else. 512GB is nothing. other then the amount of space the system has its really not bad. I am more disappointed that i have to put out another $85 for an external but live and learn.,5,1/9/2025,4.7
33,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","I bought this as a holiday gift for my husband. He absolutely LOVES it...though I now fear I may never get time alone with my husband again. lol. j/k. It's a great system. The S series is completely digital which has its pros and cons. The pros are everything can be bought through the Xbox store so we don't have to worry about having a collection of boxes for games. The cons are that, knowing my husband and his gaming habits, he's going to need more storage for his games sooner than later.",5,12/16/2024,4.7
34,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","when i purchased this item the app said i would get same day delivery but it took a few days. i purchased another one at the same time both as gifts for Christmas and it still hasn't arrived and it also was ""same day delivery"". other than the shipping time it is exactly how it was advertised! i haven't tested them out but the boxes came in new condition so other than the false same day shipping its an okey purchase",3,12/5/2024,4.7
35,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","There had to be something wrong with the unit we got. It kept kicking us out and was super slow. Like worse than our old Xbox that was about 12 years old. We called their customer service and got very poor help, so we are trying a return/exchange before throwing in the towel.",2,1/4/2025,4.7
36,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White",Fedex delivered my package today. i was all excited to open up the package just to find a 20lb bag of birdseed instead of the xbox i had ordered.  looks like someone did a switcharoo on me.,1,11/25/2024,4.7
37,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","The delivery driver had specific instructions to drop this package off at my lot number (which is in the 300's). Received a message that my package was delivered, but NO PACKAGE! Had to drive through the park that I live in to go search for the package. Luckily the driver took a picture of where they left it…which was not my lot (it was lot 167! Definitely not a lot in the 300's!)
Tried to call Walmart and of course no answer. The resident that lives there could of just took my package that I paid a lot of money for. Walmart needs to train their drivers better, maybe teach them basic numbers so this doesn't happen again. This is why I stick with Amazon!",1,11/30/2024,4.7
38,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","never received this item for Christmas,  called walmart. they said that they contacted the seller and that they would be in contact with me for either a replacement or refund.. didn't hear anything. rtried to talk to walmart again about it, and they said it was out of their hands. 300.00 out.. No one will contact me. and worst yet. There was no present for my grandson on Christmas.  Had to go get him something else.  But you can bet I didn't buy it from Walmart...",1,1/15/2025,4.7
39,"Xbox Series S, 512GB SSD, All Digital Gaming Console, Robot White","Forest it wouldn't let me play Cod after overnight download, then it deleted my cloud gaming data in the middle of the game and now it's giving me a error message when I try to connect to cloud gaming say “hardware” something! Long story short after a ridiculously long shipping period, it stops working. Shipping was longer than my play time.",1,11/23/2024,4.7
40,Microsoft Xbox Series X – 1TB Digital Edition,Very happy with the purchase.I love the design and color of the Digital Xbox One X 1TB system. I own a lot of Digital Games.  I can watch movies and play games without getting up to change the disc. Can play a lot of great games with the GamePass subscription.,5,11/3/2024,4.7
41,Microsoft Xbox Series X – 1TB Digital Edition,I was waiting on this version Im tired of the disk.,5,11/4/2024,4.7
42,Microsoft Xbox Series X – 1TB Digital Edition,Just as powerful as the disk version but a bit lighter which is expected with no disk drive. super easy setup and the thing loads INSTANTLY for most of my games. grab it when theyre on sale like i did though otherwise the disk version is the same price as digital,5,12/29/2024,4.7
43,Microsoft Xbox Series X – 1TB Digital Edition,"This Xbox is amazing! I upgraded from the Series S for several reasons: In preparation for GTA VI, more storage, better graphics, and so on. The X has not failed to impress. I love the capabilities of the more powerful console and am blown away by its performance with better graphics @ higher frame rates. The design of this Xbox is very reminiscent of the Series S. I love the white color. It is very clean and a nice upgrade from the original X. Overall, I'm very impressed and love this purchase!",5,12/14/2024,4.7
44,Microsoft Xbox Series X – 1TB Digital Edition,"To be honest, this wasn't a gift for me, it was for my husband. His last xbox was 6 years old and really slow, he didn't enjoy playing it anymore because of how slow it was so I was excited to give him a brand new one. He loves it. He spends most of his time showing me how good the graphics are and it brings me so much joy to know he's finally enjoying playing games and relaxing again.",5,12/10/2024,4.7
45,Microsoft Xbox Series X – 1TB Digital Edition,"A few days ago, I bought an Xbox from Walmart specifically to play Stalker, and I'm absolutely satisfied with my purchase! The build quality of the console is excellent, and in terms of graphics, it's on par with the PlayStation 5. This is my first time owning an Xbox, and I'm really impressed. The model I purchased is the Digital Edition 2024, and it works perfectly. I highly recommend it to anyone who loves gaming!",5,11/22/2024,4.7
46,Microsoft Xbox Series X – 1TB Digital Edition,"If You Hook this Up too a 4k TV DO NOT enable 4k on the Xbox,Let your TV do the 4k Up sampling as this will provide Better colors and Much Sharper Image quality,Took me a few days too figure why setting the Xbox too 4k would make the games LOOK blurry and Dull. Set Your Xbox too 1080p and let your Tv do the Up sampling.",5,1/1/2025,4.7
47,Microsoft Xbox Series X – 1TB Digital Edition,"I would say 3.5 maybe. I guess I should have done more research. The main issue is as much as 1TB of storage sounds, first off you only get 802GB of user storage and Call of Duty 6 with only 6 of ten game items installed is 307.5 GB! 

The storage is expensive so, I don't know if the disk version would have been a better choice but, I'm looking into that with the 2TB.",3,12/10/2024,4.7
48,Microsoft Xbox Series X – 1TB Digital Edition,"i purchased an xbox for my son for Christmas and checked off the ""gift"" option when i checked out. It was delivered as is, in the original Xbox packaging. Not even put in a large bag or box to hide the ""gift"" Now my son knows what he's getting for Christmas and the surprise Christmas gift from Santa is ruined",2,12/3/2024,4.7
49,Microsoft Xbox Series X – 1TB Digital Edition,FedEx delivered the package open and items were also opened. The boxes appeared like the fell.out of a truck. These were gifts for my kids and now it's ruined. I can't believe that Walmarts carriers would accept to drop a package in that condition. The driver didn't care and he is on my security cameras proceeding with dropping off the products in a damaged state.,1,12/4/2024,4.7
50,Microsoft Xbox Series X 1TB Carbon Black,"Xbox series x, has been well with the money and become even an investment, that my whole family loves and enjoys, it has given my children something to look forward to, and helped pull them out of extreme depression, having opened doors for them to vent. No Regrets here, the company shipped my Xbox fast, and wrapped it very well, to protect it from damages or being tossed about. Would give them a 5 of 5 as well.  Would purchase again.",5,2/9/2024,4.7
51,Microsoft Xbox Series X 1TB Carbon Black,"I was on the fence about purchasing the Xbox Series X because I hardly play my PlayStation 4. So far I have been impressed and very entertained by this console. I would say Microsoft made a great device that pacts a lot for someone wanting to play new and older generation games, stream and play 4K films.",5,12/30/2023,4.7
52,Microsoft Xbox Series X 1TB Carbon Black,Works great very fast shipping id like to thank Walmart for the discount with tax and everything is was 372 dollars out the door for a 500 dollar console! Great deal!!! I know I’m a little late to the party I had bought one when they came out but I had to sale. Glad to have one again thanks Walmart for the fast delivery received it on the same day I bought it!,5,12/15/2023,4.7
53,Microsoft Xbox Series X 1TB Carbon Black,"I ordered my daughter an Xbox series x for Christmas for sand day delivery. The driver stole it and took a picture or random parked cars as his proof of delivery while I stood outside waiting for him at my door that he never came to. I ordered from Amazon instead with money I didn’t have because although I provided proof of the order never actually being delivered, the refund took 7-10 business days so it wasn’t refunded till now (after Christmas). I just ordered groceries (only $16 and some change worth) and thought I would be ok because it’s not a big ticket order. Nope, the driver just stole my order AGAIN. First Alexander with the series x and now Jade with my raviolis and sauce. I will be canceling my Walmart plus and not ordering from them again. I’m disgusted!",1,12/29/2023,4.7
54,Microsoft Xbox Series X 1TB Carbon Black,"Package was severely damaged.  Doubt the unit would have worked. Went to exchange at store. They would not exchange, but would have to issue a credit and I would I have to buy again. The credit would not appear back for a few days. Buy from Amazon or Best Buy.",1,12/17/2023,4.7
55,Microsoft Xbox Series X 1TB Carbon Black,"I ordered an Xbox Series X online on 12/11/2023 and I was delivered on 12/12/2023.  I was out of town so when I returned on 12/13/2023, I looked at the package and immediately thought, ""This is not an Xbox.""  When I opened it, it was a Beats Studio Headphones.  So I went to a Walmart to return it (they were kind and professional) and I spoked to a Coach who told me that I was at the incorrect Walmart.  He directed me to go to the Delta Shores Walmart in Elk Grove, California.  I proceeded to drive to that Walmart and spoke to an employee (Mery, she was kind and professional).  She called the Online Grocery Pick-up team and requested a Coach named Nitin, who kept saying that he was on his way and NEVER showed up.  I waited a while and an employee named Scott (who looked in over his head) showed up to talk to me.  Needless to say that I was growing with irritation.  Scott tried his best to answer my questions, but did not answer them to satisfactory.  I asked to speak to his manager and he informed me that he refuses to speak to customers.  Scott told me that they could not give me an Xbox and provided no solution whatsoever.  As I left Scott said, ""At least you got a free Beats Studio.""  Which I replied, ""That does not do me any good.  I want my Xbox.""  This so called Coach Nitin is a useless leader.  He does not deserve the promotion or title to lead employees.  Needless to say, I left angry with no resolve.  I called my cousin who is a Walmart employee and he directed me to call 1-800-924-9206.  I spoke to Alesha who helped me as best she can and told me to wait 48 hours for an email.  I even did a review and asked for a call back.  I waited for 48 hours and did not receive an email or a call back.  I called again and spoke to Ebony who was kind and professional.  I reluctantly agreed to send back the Beats Studio Headphones.  

I want to get a call back and I want what I paid for which is an Xbox Series X!!!",1,12/20/2023,4.7
56,Microsoft Xbox Series X 1TB Carbon Black,Watch the Walmart Website on this item.  When you first browse for this item it shows the price as $349 but when you click on it the price changes to $399.  You will be charged the higher price!  Complete false advertising from Walmart. Their customer service was unapologetic about the price discrepancy and said it was a glitch.  The glitch has been there over a week! Also the order was placed on Dec. 10th and is not coming until Dec. 17th so now 2 day shipping as advertised either!,1,12/13/2023,4.7
57,Microsoft Xbox Series X 1TB Carbon Black,"This was the worst experience of my life. Walmart (or antonline, who they apparently outsourced too) sent me a used Xbox that didn’t even work with non matching serial numbers of that on the box of that on the actual system, and refused to refund or exchange because of the situation. Literally had a game in the system and the hdmi port was smashed and unusable",1,12/29/2023,4.7
58,Microsoft Xbox Series X 1TB Carbon Black,Do not buy. Game shipped by an outside source who doesn't care whether you receive the package or not and will not help you. Save your money for the real people NOT THEM!!,1,11/20/2023,4.7
59,Microsoft Xbox Series X 1TB Carbon Black,"I bought a product that said ""NEW"" in the advertisement.
They left it at the gate of my house, in the rain, the box with broken seals, it got soaked, and the box looked like a used product. Walmart refused to refund my money.",1,12/17/2023,4.7
60,Microsoft Xbox Series S - 512GB,wasn't super happy it wound up being a day late due to being overly excited to play a new game but also at the same time couldn't find any consoles anywhere they were pretty much all sold out because of the new college football that just released towards the end of July with that being said in general I still got this a lot quicker than physical stores got any back in stock it came in a timely manner works great and very much been enjoying it,5,9/6/2024,4.6
61,Microsoft Xbox Series S - 512GB,"It’s honestly just amazing. I had a ps4 previously and getting an XBOX was an upgrade in every sense. Which that’s to be expected of course, but the upgrade in graphics and speed is really amazing. Not to mention it’s so small and compact, and doesn’t make a lot of noise at all. I never have lagging problems or problems with frame rate.",5,9/16/2024,4.6
62,Microsoft Xbox Series S - 512GB,"Pros 
- Small Xbox does not take up much room, sleek and very easy to travel with
- Performance is very good up to 120FPS on 4K UHD Tv/Monitor
- New gen graphics %26 Performance

Cons-
-Gets very hot (least mine does, doesn’t seem to cause any issues but small xbox and lots of heat) 
-Very little storage highly recommend to purchase an external HDD !!

That’s about it. Great budget gaming console paired with the game-pass and over 100 games this thing is perfect really",5,7/22/2024,4.6
63,Microsoft Xbox Series S - 512GB,"This was a birthday present for my fiancé and he yelled out of surprise and excitement and then he teared up quite a bit. The console came in excellent condition and we had it set up and going within minutes. It’s difficult to get any time on it myself because of how thoroughly he loves this console. Amazing purchase well worth the money. I would recommend buying new, the horror stories about buying used ones are awful and not worth the risk to save not much money. (We don’t have a ton of disposable income but I guarantee that it will be less expensive and time consuming to just buy new, Walmart had the best price at the time of my ordering). So very very satisfied!",5,11/2/2024,4.6
64,Microsoft Xbox Series S - 512GB,Walmart had the cheapest price for the same exact thing at Best Buy. Walmart also got the package to me faster. Although it was delayed for two days I still got my package in perfect condition and save some money at the same time.,5,8/20/2024,4.6
65,Microsoft Xbox Series S - 512GB,im super happy its the upgrade I needed it was delivered fast and the updates on the delivery were amazing and the packaging of the xbox was very cool.,5,9/13/2024,4.6
66,Microsoft Xbox Series S - 512GB,"chose walmart pickup. got it home, kids opened it and the console had a crack in it. called walmart, they said they can't guarantee an exchange.  so not really an item review as much as a walmart review. walmart had gone way downhill in the last ten years with customer service.",4,12/5/2024,4.6
67,Microsoft Xbox Series S - 512GB,"The Xbox is great! Just know that what Walmart says you will receive is false advertising. When I called them, they were absolutely no help. What you will receive is a 512 storage with one controller. Nothing else, sad they aren’t able to honor what they advertise as “included”.",1,8/18/2024,4.6
68,Microsoft Xbox Series S - 512GB,"Whatever you do, don’t order anything online go to do in-store pick up as I paid $380 for a Xbox series 512 gigs only to get a refurbished and missing a controller unbelievable",1,8/3/2024,4.6
69,Microsoft Xbox Series S - 512GB,The Xbox is great it’s just the fact that I asked them to put it in my garage and they didn’t. I have a quarter mile long gravel driveway and I can home to find my package at the end of my driveway in the rain. Luckily it wasn’t raining bad so everything in the box was fine but why would they leave a 300 dolor package at the end of my driveway up against a fence pole,1,11/18/2024,4.6
70,Microsoft Xbox Series S – 1TB White,The series S will set you up to game for years.  Add game pass ultimate and for less than the cost of a good lincy you will have hundreds of hours of fun a month.  The S with a terrabyte of storage is the perfect gateway to the world of xbox!,5,10/31/2024,4.8
71,Microsoft Xbox Series S – 1TB White,"Ordered Xbox series S, received a PS5 controller instead. Called customer service, ended up overseas with some idiot that don't understand what happened. Meanwhile I'm forced to dispute the charges with my credit card company because the idiots in customer service say the package was delivered. I never said I didn't get a delivery...I said you delivered the wrong 💩❗",5,12/17/2024,4.8
72,Microsoft Xbox Series S – 1TB White,"This product is absolutely amazing, the loading times are great, graphics are wonderful and it is silent. It doesn't sound like a jet engine going off like a PS4. Absolutely love it. This product is absolutely amazing, the loading times are great, graphics are wonderful and it is silent. It doesn't sound like a jet engine going off like a PS4 absolutely love it.",5,2/1/2025,4.8
73,Microsoft Xbox Series S – 1TB White,"This console works fantastic. I was easily able to download the games I had on my Xbox one s and they perform just as good or better on this console. 

I definitely recommend getting the 1tb model, now that it's available. I've been waiting for a while for it to come out. Only 800gb is available to use out of the 1tb, so I can only imagine how much is available to use with the 512gb model.",5,11/1/2024,4.8
74,Microsoft Xbox Series S – 1TB White,"This product was the least expensive from the sources I checked and is very good quality, arrived on time for Christmas and am pleased with the purchase.",5,12/11/2024,4.8
75,Microsoft Xbox Series S – 1TB White,Bought this for my son's birthday and he is thoroughly content with it. He was happy that there is a 1T Series S now since he has game pass and prefers to purchase digitally. It's a satisfying alternative to the Series X.,5,11/23/2024,4.8
76,Microsoft Xbox Series S – 1TB White,"Super small and compact, quiet and enough storage to get the games in that you wanna play. Love how the design is and the fact that it doesn't take up much space at all. Definitely would recommend getting the 1TB model over the 512GB",5,1/14/2025,4.8
77,Microsoft Xbox Series S – 1TB White,"My son absolutely loves it
It's easy to use even for newbies playing for the first time 
Arrived several days before the estimated time of arrival",5,11/2/2024,4.8
78,Microsoft Xbox Series S – 1TB White,"We paid for a “new” Xbox Series S but when our son set it up, there was a previous owner's user profile on the machine. There was also a game downloaded. Clearly the machine had been used and returned. Buyer beware!",3,12/29/2024,4.8
79,Microsoft Xbox Series S – 1TB White,"Somehow, an unauthorized purchase of $74.99 was made on my card following this purchase. The amount posted from ""Xbox live"", but i did not purchase anything from Xbox Live. So I am unsure how they got my card information after I made this purchase with Walmart. I did not authorize Xbox Live to make any purchases, and i did not purchase anything from Walmart other than the Xbox console. I am actively reporting the $74.99 amount as fraud and i do not know how or why this charge was made.",1,12/23/2024,4.8
80,Restored Microsoft Xbox One S 1TB Gaming Console White (Refurbished),The Xbox works very well. The box had a cute smiley face on it and the controller even came with batteries in it. Nothing seems to be wrong with it. Great Purchase!,5,11/10/2024,4.2926829268292686
81,Restored Microsoft Xbox One S 1TB Gaming Console White (Refurbished),Arrived very clean like new. I was expecting a white controller but that's ok it came in black. They were very responsive when I reached out with an inquiry on shipping. Great buy!,5,11/7/2024,4.2926829268292686
82,Restored Microsoft Xbox One S 1TB Gaming Console White (Refurbished),"Seems to be in great condition, shipped out fast. It came with a controller and honestly looks brand new.",5,11/28/2024,4.2926829268292686
83,Restored Microsoft Xbox One S 1TB Gaming Console White (Refurbished),it was packaged good Customer support was good. it comes with controller. HDMI and power cord. Came in good condition. It doesn't look  even refurbished. It came with a cord because it didn't come with batteries. this is good for a small company..,5,7/19/2024,4.2926829268292686
